filename,x1,x2,y1,y2,max_x,max_y
v5xAhrURsu_b.tif,13414,14907,161295,163151,82944,197888
v5xAhrURsu_b.tif,65419,67274,156976,158982,82944,197888
4tjPwVRLqz_a.tif,9270,10178,88451,89190,82688,197888
4tjPwVRLqz_a.tif,60090,61237,83761,84735,82688,197888
4tjPwVRLqz_a.tif,59885,61257,82723,83678,82688,197888
4tjPwVRLqz_b.tif,13584,14356,71006,71673,82688,197888
4tjPwVRLqz_b.tif,13129,14571,72518,73165,82688,197888
4tjPwVRLqz_b.tif,41226,42247,70431,72088,82688,197888
4tjPwVRLqz_b.tif,2964,3954,133453,134580,82688,197888
4tjPwVRLqz_b.tif,56690,57653,135397,136272,82688,197888
4tjPwVRLqz_b.tif,56924,57719,136908,137429,82688,197888
nqUWcVW9rx_a.tif,21450,22230,22056,22752,82688,197888
nqUWcVW9rx_a.tif,14383,14833,60011,60615,82688,197888
nqUWcVW9rx_a.tif,18351,19427,124688,125309,82688,197888
nqUWcVW9rx_a.tif,20405,21226,185455,185932,82688,197888
nqUWcVW9rx_a.tif,61618,62298,34824,35656,82688,197888
nqUWcVW9rx_a.tif,64704,65426,66308,67005,82688,197888
nqUWcVW9rx_a.tif,60678,61396,125591,126047,82688,197888
nqUWcVW9rx_b.tif,10013,10802,26760,27473,82688,197888
nqUWcVW9rx_b.tif,11989,12901,76684,77283,82688,197888
nqUWcVW9rx_b.tif,16917,17677,122416,122948,82688,197888
nqUWcVW9rx_b.tif,57539,58155,18672,19480,82688,197888
nqUWcVW9rx_b.tif,60501,61225,79187,79867,82688,197888
nqUWcVW9rx_b.tif,59798,60735,118921,119639,82688,197888
CeSi7wJKWo_a.tif,57977,58928,123938,124822,82944,198144
CeSi7wJKWo_b.tif,9727,10725,123425,123955,82944,198144
CeSi7wJKWo_b.tif,60710,61613,75964,76458,82944,198144
mVcdQIceEr_a.tif,58900,59708,26541,27100,83200,197632
mVcdQIceEr_b.tif,4590,5598,20875,21629,83200,197632
mVcdQIceEr_b.tif,35544,36277,41827,42639,83200,197632
mVcdQIceEr_b.tif,81151,81569,54827,55235,83200,197632
vLpr7qRDqk_a.tif,28600,30262,12122,15522,82688,193024
vLpr7qRDqk_a.tif,68448,70748,25140,26945,82688,193024
vLpr7qRDqk_a.tif,58366,59453,33704,34525,82688,193024
vLpr7qRDqk_a.tif,76553,77401,79567,81023,82688,193024
vLpr7qRDqk_b.tif,17105,18200,31773,32591,82688,193024
vLpr7qRDqk_b.tif,77234,79517,85867,87613,82688,193024
vLpr7qRDqk_b.tif,31636,33390,84410,85657,82688,193024
xIcIp7GzFh_a.tif,21522,22505,59832,61023,82944,197632
xIcIp7GzFh_a.tif,17713,19027,61032,62866,82944,197632
xIcIp7GzFh_a.tif,14296,14816,182097,182759,82944,197632
xIcIp7GzFh_a.tif,14842,15215,182492,183024,82944,197632
xIcIp7GzFh_a.tif,65447,65877,181101,181644,82944,197632
xIcIp7GzFh_b.tif,74518,75463,20175,21382,82944,197632
xIcIp7GzFh_b.tif,27410,28807,80732,82093,82944,197632
xIcIp7GzFh_b.tif,31367,32967,78583,80206,82944,197632
xIcIp7GzFh_b.tif,36333,37945,97742,99186,82944,197632
h7MFIfZUig_a.tif,64020,64991,12832,13488,82944,192768
h7MFIfZUig_a.tif,63638,64754,14338,14844,82944,192768
h7MFIfZUig_a.tif,19827,20653,36501,36966,82944,192768
h7MFIfZUig_a.tif,58902,59960,44853,45334,82944,192768
h7MFIfZUig_a.tif,12997,14386,55960,56670,82944,192768
h7MFIfZUig_a.tif,14723,16236,58127,58657,82944,192768
h7MFIfZUig_a.tif,60447,61523,53994,54631,82944,192768
h7MFIfZUig_a.tif,66499,67895,97016,97763,82944,192768
lYkGPxzccV_a.tif,27605,28390,133189,134047,82688,197632
lYkGPxzccV_a.tif,67946,68429,124150,124925,82688,197632
lYkGPxzccV_a.tif,70874,71268,65492,66077,82688,197632
DdBvMX5j1Q_b.tif,21169,22025,98079,98949,82688,197632
kF4BCAB1Sp_a.tif,27223,28405,148471,149280,82688,197888
kF4BCAB1Sp_a.tif,75319,77064,141056,142173,82688,197888
A4zPL6GcH2_a.tif,70203,70736,185094,185768,82688,198400
A4zPL6GcH2_a.tif,22811,23456,178355,179116,82688,198400
A4zPL6GcH2_a.tif,64177,64969,125377,126292,82688,198400
A4zPL6GcH2_a.tif,15963,16472,121513,122306,82688,198400
A4zPL6GcH2_b.tif,18550,19073,182704,183424,82688,198400
A4zPL6GcH2_b.tif,66452,67011,184087,184684,82688,198400
A4zPL6GcH2_b.tif,67108,68052,121874,122989,82688,198400
A4zPL6GcH2_b.tif,19195,20021,128479,129387,82688,198400
p26rlj9zeG_a.tif,65719,66450,123742,124506,82688,197888
p26rlj9zeG_b.tif,50915,51504,153833,155237,82688,197888
p26rlj9zeG_b.tif,3273,3925,150509,151934,82688,197888
7HxL729fl6_b.tif,38839,39604,78455,79279,75008,197888
C4ZsQw520P_b.tif,51121,51795,30899,31474,82688,198144
Bu55St3rJz_a.tif,12864,13457,105050,105856,82944,197888
Bu55St3rJz_a.tif,65900,66571,93302,94038,82944,197888
Gi47IqUeDF_a.tif,18339,19270,18876,19961,82944,196352
Gi47IqUeDF_a.tif,20765,21692,75441,76568,82944,196352
Gi47IqUeDF_a.tif,18882,19649,136194,137224,82944,196352
Gi47IqUeDF_a.tif,57547,58455,18068,19380,82944,196352
Gi47IqUeDF_a.tif,65306,66048,80529,81492,82944,196352
Gi47IqUeDF_a.tif,67392,68344,140976,142094,82944,196352
Gi47IqUeDF_a.tif,64751,65505,142467,143212,82944,196352
Gi47IqUeDF_a.tif,16131,16972,137346,138071,82944,196352
aVoB0bu1wF_a.tif,26031,27013,66863,67845,82944,198144
aVoB0bu1wF_a.tif,75416,76194,57396,58185,82944,198144
ZfxfH2xiL4_a.tif,11549,12093,20595,21400,82688,197888
ZfxfH2xiL4_a.tif,6432,7252,97790,98479,82688,197888
ZfxfH2xiL4_a.tif,62784,63951,90769,91593,82688,197888
ZfxfH2xiL4_a.tif,38638,39373,94714,95396,82688,197888
ZfxfH2xiL4_a.tif,63563,64155,18048,18848,82688,197888
ZfxfH2xiL4_b.tif,26264,26908,30059,30643,82688,197888
ZfxfH2xiL4_b.tif,15580,16801,94104,95297,82688,197888
ZfxfH2xiL4_b.tif,62053,62602,16264,17052,82688,197888
ZfxfH2xiL4_b.tif,9842,10620,181297,181978,82688,197888
ZfxfH2xiL4_b.tif,64587,65481,188861,189623,82688,197888
DfObJcySsq_a.tif,8373,9833,14801,16782,82688,197888
DfObJcySsq_a.tif,77636,79414,18893,21140,82688,197888
3QqN9CekAj_a.tif,14085,14944,30354,31001,82688,197888
3QqN9CekAj_a.tif,32817,33199,24702,25095,82688,197888
3QqN9CekAj_b.tif,64261,65755,63491,65108,82688,197888
3QqN9CekAj_b.tif,7665,8444,72144,72923,82688,197888
3QqN9CekAj_b.tif,10213,11279,60859,61834,82688,197888
Uvi2balRqL_a.tif,12160,13406,137554,138501,83200,196608
Uvi2balRqL_a.tif,18770,19472,83954,84444,83200,196608
Uvi2balRqL_a.tif,64969,65853,87134,87903,83200,196608
NUrwibHLHL_a.tif,9225,10182,9550,10096,82688,198144
NUrwibHLHL_a.tif,32295,34738,113186,114203,82688,198144
NUrwibHLHL_a.tif,77730,80165,117506,118660,82688,198144
NUrwibHLHL_b.tif,48981,50474,66844,68352,82688,198144
NUrwibHLHL_b.tif,6177,7772,64626,66060,82688,198144
NUrwibHLHL_b.tif,9416,10431,114241,115473,82688,198144
NUrwibHLHL_b.tif,52946,54415,109137,111289,82688,198144
NUrwibHLHL_b.tif,72817,74843,161126,162234,82688,198144
NUrwibHLHL_b.tif,22042,24275,171505,172788,82688,198144
NUrwibHLHL_b.tif,23086,24359,170426,171330,82688,198144
0w9NQUKyFU_b.tif,53220,54046,66299,67523,82944,198144
0w9NQUKyFU_b.tif,17361,18258,72710,74166,82944,198144
1T19DfwSW2_a.tif,32473,33171,192673,193284,82944,197888
1T19DfwSW2_b.tif,35601,36419,196540,197376,82944,197888
G97Fh5Kl2L_b.tif,26446,36022,15980,22125,82944,197632
G97Fh5Kl2L_b.tif,22854,27335,68803,73973,82944,197632
G97Fh5Kl2L_b.tif,79207,83103,74360,79186,82944,197632
G97Fh5Kl2L_b.tif,22717,28650,119787,127266,82944,197632
sDJjtsF3uw_a.tif,3663,6381,10611,12288,82688,190208
LjiYW7PyOG_a.tif,6371,7346,7497,8406,82944,197632
LjiYW7PyOG_a.tif,45279,46301,18289,19296,82944,197632
nLYZDfgpUy_b.tif,31623,32642,22744,23578,82688,197888
hpY4Q7BFsz_b.tif,7266,8021,50179,51040,82688,196352
hpY4Q7BFsz_b.tif,59418,60135,55301,56472,82688,196352
hpY4Q7BFsz_b.tif,57215,58016,109075,110193,82688,196352
hpY4Q7BFsz_b.tif,9448,10347,113503,114689,82688,196352
hpY4Q7BFsz_b.tif,9531,10062,98268,98861,82688,196352
sVtUgINUai_b.tif,10153,11638,88697,90266,83200,196352
i9xm71KbYG_b.tif,31467,31986,113976,114541,82944,197632
L2Yi11xWyP_a.tif,55171,56788,36666,37648,82688,197888
L2Yi11xWyP_a.tif,15242,16113,146192,147060,82688,197888
L2Yi11xWyP_a.tif,73036,73866,154141,155039,82688,197888
L2Yi11xWyP_a.tif,22192,22668,87500,88265,82688,197888
L2Yi11xWyP_a.tif,22561,23067,87188,87976,82688,197888
L2Yi11xWyP_a.tif,73352,74349,91706,92680,82688,197888
L2Yi11xWyP_b.tif,10531,12061,37106,37974,82688,197888
L2Yi11xWyP_b.tif,58098,59491,43627,44426,82688,197888
L2Yi11xWyP_b.tif,17375,18437,100563,101254,82688,197888
L2Yi11xWyP_b.tif,32829,33497,109916,110841,82688,197888
L2Yi11xWyP_b.tif,27885,28609,152609,153478,82688,197888
L2Yi11xWyP_b.tif,78567,79358,145723,146613,82688,197888
IoiXPtKMKv_a.tif,13132,13622,63015,63486,82688,198144
IoiXPtKMKv_a.tif,56446,57755,122892,123942,82688,198144
IoiXPtKMKv_a.tif,15503,16911,137754,138883,82688,198144
sMNRS3N2Bp_a.tif,22257,22644,23035,24351,82688,198144
sMNRS3N2Bp_a.tif,20456,21821,21917,23233,82688,198144
sMNRS3N2Bp_a.tif,20125,21019,23633,24695,82688,198144
sMNRS3N2Bp_a.tif,75792,76369,17283,18887,82688,198144
sMNRS3N2Bp_a.tif,74035,74978,17841,18882,82688,198144
sMNRS3N2Bp_a.tif,74232,75512,15758,17447,82688,198144
sMNRS3N2Bp_a.tif,76047,76962,15871,17236,82688,198144
sMNRS3N2Bp_a.tif,70489,71404,13914,15209,82688,198144
sMNRS3N2Bp_a.tif,74869,75642,18806,20002,82688,198144
sMNRS3N2Bp_a.tif,63967,65029,26508,27394,82688,198144
sMNRS3N2Bp_a.tif,26555,27907,71532,72892,82688,198144
sMNRS3N2Bp_a.tif,26234,27383,73159,73917,82688,198144
sMNRS3N2Bp_a.tif,27610,28923,73135,74566,82688,198144
sMNRS3N2Bp_a.tif,28142,28939,72361,73573,82688,198144
sMNRS3N2Bp_a.tif,25820,26672,70383,71798,82688,198144
sMNRS3N2Bp_a.tif,22325,23365,84943,85897,82688,198144
sMNRS3N2Bp_a.tif,19433,20402,83707,84434,82688,198144
sMNRS3N2Bp_a.tif,69869,70893,82605,83870,82688,198144
sMNRS3N2Bp_a.tif,37777,38840,125423,127088,82688,198144
sMNRS3N2Bp_a.tif,26656,27891,134291,135651,82688,198144
sMNRS3N2Bp_a.tif,14097,15262,167221,168409,82688,198144
sMNRS3N2Bp_a.tif,17026,18800,179609,180896,82688,198144
sMNRS3N2Bp_a.tif,7746,8958,186665,189073,82688,198144
sMNRS3N2Bp_a.tif,72391,73355,187342,188428,82688,198144
rcOjDWiqC7_a.tif,21631,22406,138622,139473,82688,197632
rcOjDWiqC7_a.tif,72143,72911,134244,134959,82688,197632
rcOjDWiqC7_a.tif,20725,21544,84033,84992,82688,197632
rcOjDWiqC7_a.tif,71390,72275,32675,33463,82688,197632
42B8pnFQUm_a.tif,37844,38835,43445,44418,81664,197888
42B8pnFQUm_a.tif,39238,40640,44303,45062,81664,197888
42B8pnFQUm_a.tif,42521,43716,93173,94778,81664,197888
42B8pnFQUm_a.tif,43289,44225,92564,93735,81664,197888
42B8pnFQUm_a.tif,23520,24616,145563,146667,81664,197888
42B8pnFQUm_a.tif,15187,15684,143301,143935,81664,197888
42B8pnFQUm_a.tif,12179,13333,192793,193862,81664,197888
KXXg6YP4KC_b.tif,79468,80264,46356,47187,82688,196608
KXXg6YP4KC_b.tif,35066,35855,56472,57345,82688,196608
KXXg6YP4KC_b.tif,21672,22558,111737,112533,82688,196608
KXXg6YP4KC_b.tif,61193,62226,98236,99275,82688,196608
KXXg6YP4KC_b.tif,57163,58461,99048,100197,82688,196608
h3UfBEZ4MQ_a.tif,36586,37538,27536,28676,82688,197632
h3UfBEZ4MQ_a.tif,37327,38207,30290,31189,82688,197632
h3UfBEZ4MQ_a.tif,29676,30074,33988,34442,82688,197632
h3UfBEZ4MQ_a.tif,32204,32620,20964,21505,82688,197632
h3UfBEZ4MQ_a.tif,76067,77059,26147,27251,82688,197632
h3UfBEZ4MQ_a.tif,59948,60350,35140,35846,82688,197632
h3UfBEZ4MQ_a.tif,31286,32104,70725,71612,82688,197632
h3UfBEZ4MQ_a.tif,37923,38941,78585,79188,82688,197632
h3UfBEZ4MQ_a.tif,30123,31057,81094,81755,82688,197632
h3UfBEZ4MQ_a.tif,31479,31925,82017,82394,82688,197632
h3UfBEZ4MQ_a.tif,26017,27185,77798,79228,82688,197632
h3UfBEZ4MQ_a.tif,69609,70261,67224,67894,82688,197632
h3UfBEZ4MQ_a.tif,67348,68409,69993,70843,82688,197632
h3UfBEZ4MQ_a.tif,68786,69418,71240,71855,82688,197632
h3UfBEZ4MQ_a.tif,75412,76244,75975,76606,82688,197632
h3UfBEZ4MQ_a.tif,68634,69533,77822,78524,82688,197632
h3UfBEZ4MQ_a.tif,69959,70252,78837,79162,82688,197632
h3UfBEZ4MQ_a.tif,29321,30473,19157,20306,82688,197632
h3UfBEZ4MQ_a.tif,69109,70361,17763,18763,82688,197632
h3UfBEZ4MQ_a.tif,23707,24735,133273,134953,82688,197632
h3UfBEZ4MQ_a.tif,23324,24146,135907,137320,82688,197632
h3UfBEZ4MQ_a.tif,62070,63064,127770,128963,82688,197632
h3UfBEZ4MQ_a.tif,61146,62200,130329,131228,82688,197632
h3UfBEZ4MQ_a.tif,67914,68986,130653,132192,82688,197632
h3UfBEZ4MQ_a.tif,67808,68741,133100,134561,82688,197632
h3UfBEZ4MQ_a.tif,51815,52403,140958,142186,82688,197632
h3UfBEZ4MQ_a.tif,28795,30048,188443,189930,82688,197632
h3UfBEZ4MQ_a.tif,24697,27084,191074,192814,82688,197632
h3UfBEZ4MQ_a.tif,66439,68255,191528,193157,82688,197632
h3UfBEZ4MQ_a.tif,70146,72205,188663,189843,82688,197632
h3UfBEZ4MQ_b.tif,23999,24556,9389,9981,82688,197632
h3UfBEZ4MQ_b.tif,27634,28669,16261,17476,82688,197632
h3UfBEZ4MQ_b.tif,29701,30245,17975,18423,82688,197632
h3UfBEZ4MQ_b.tif,28369,28830,19380,19998,82688,197632
h3UfBEZ4MQ_b.tif,23549,23885,20481,20864,82688,197632
h3UfBEZ4MQ_b.tif,10404,10821,24579,25205,82688,197632
h3UfBEZ4MQ_b.tif,67048,67596,11084,11536,82688,197632
h3UfBEZ4MQ_b.tif,71519,72592,17464,18688,82688,197632
h3UfBEZ4MQ_b.tif,73775,74359,18756,19230,82688,197632
h3UfBEZ4MQ_b.tif,72560,73082,20395,21201,82688,197632
h3UfBEZ4MQ_b.tif,66494,67112,21321,21953,82688,197632
h3UfBEZ4MQ_b.tif,21476,22669,7356,8350,82688,197632
h3UfBEZ4MQ_b.tif,71418,72453,68085,68999,82688,197632
h3UfBEZ4MQ_b.tif,80521,81587,73930,74778,82688,197632
h3UfBEZ4MQ_b.tif,80548,81498,72780,73716,82688,197632
h3UfBEZ4MQ_b.tif,73025,73924,76041,76933,82688,197632
h3UfBEZ4MQ_b.tif,74528,74904,77073,77640,82688,197632
h3UfBEZ4MQ_b.tif,69032,70181,72316,74011,82688,197632
h3UfBEZ4MQ_b.tif,34424,36399,194060,195212,82688,197632
Y56OlpOxAw_b.tif,31812,33126,42609,44453,82688,197888
Y56OlpOxAw_b.tif,78015,79737,7238,8821,82688,197888
Y56OlpOxAw_b.tif,80561,82579,75719,76875,82688,197888
Y56OlpOxAw_b.tif,22062,24253,56777,58006,82688,197888
Y56OlpOxAw_b.tif,75033,76376,174682,175474,82688,197888
Y56OlpOxAw_b.tif,24606,26083,176231,177037,82688,197888
Uhhw1unfYP_a.tif,44367,45509,74598,75955,82688,197632
Uhhw1unfYP_a.tif,16947,18167,161098,162470,82688,197632
Uhhw1unfYP_a.tif,66833,67929,155393,156448,82688,197632
Uhhw1unfYP_b.tif,18348,19539,132496,133563,82688,197632
Uhhw1unfYP_b.tif,63579,64684,145672,146705,82688,197632
Uhhw1unfYP_b.tif,9828,10483,191194,192610,82688,197632
NqyWQrEPh0_a.tif,45141,46491,74763,76409,82688,196608
NqyWQrEPh0_a.tif,508,1800,78563,80068,82688,196608
NqyWQrEPh0_b.tif,3907,5369,13521,17571,82688,196608
NqyWQrEPh0_b.tif,13758,14292,27014,27985,82688,196608
NqyWQrEPh0_b.tif,48458,49913,27088,28598,82688,196608
NqyWQrEPh0_b.tif,61392,61930,76847,77836,82688,196608
NqyWQrEPh0_b.tif,14698,15300,72079,73036,82688,196608
GHtVw18ZSN_a.tif,20011,20751,142491,143106,82688,197888
GHtVw18ZSN_a.tif,35254,35783,172551,173096,82688,197888
GHtVw18ZSN_a.tif,42969,43912,131564,132514,82688,197888
GHtVw18ZSN_b.tif,59598,60458,25869,27217,82688,197888
GHtVw18ZSN_b.tif,59378,60394,25078,25781,82688,197888
3tMEZalup4_a.tif,28707,29180,74410,74830,82944,197632
cXmgCgA2fB_a.tif,65117,66158,9532,10550,82944,197888
cXmgCgA2fB_a.tif,23559,24623,17038,18191,82944,197888
cXmgCgA2fB_a.tif,28352,29220,71613,72542,82944,197888
cXmgCgA2fB_a.tif,77770,78573,67668,68464,82944,197888
on2hz03S3U_a.tif,28821,29791,22394,23423,82688,197888
on2hz03S3U_a.tif,78416,79264,23608,24511,82688,197888
on2hz03S3U_a.tif,74490,75327,81216,82003,82688,197888
on2hz03S3U_b.tif,22442,23256,37400,38228,82688,197888
on2hz03S3U_b.tif,75650,76778,24190,25336,82688,197888
3q3CtLjZ70_a.tif,12632,13494,14130,14937,82944,197632
3q3CtLjZ70_a.tif,60646,61600,12191,13064,82944,197632
3q3CtLjZ70_a.tif,57322,58270,66504,67427,82944,197632
3q3CtLjZ70_a.tif,80469,81223,153018,153728,82944,197632
3q3CtLjZ70_a.tif,57275,58568,67684,68814,82944,197632
3q3CtLjZ70_a.tif,12390,14005,15755,17314,82944,197632
3q3CtLjZ70_a.tif,60660,62178,13805,15288,82944,197632
3q3CtLjZ70_b.tif,16897,17858,76209,77149,82944,197632
3q3CtLjZ70_b.tif,63839,64813,76449,77392,82944,197632
3q3CtLjZ70_b.tif,8944,9884,141968,142907,82944,197632
3q3CtLjZ70_b.tif,8736,9849,143211,144310,82944,197632
3q3CtLjZ70_b.tif,57431,58609,142460,143647,82944,197632
3q3CtLjZ70_b.tif,57294,58052,141477,142196,82944,197632
zefEncNeVL_a.tif,59162,60579,12679,14069,82944,197632
zefEncNeVL_a.tif,11121,12342,72666,73863,82944,197632
zefEncNeVL_a.tif,11559,13137,18385,19897,82944,197632
zefEncNeVL_a.tif,58953,60190,65293,66487,82944,197632
zefEncNeVL_a.tif,17900,19345,129818,131174,82944,197632
zefEncNeVL_a.tif,63971,65393,123391,124753,82944,197632
zefEncNeVL_b.tif,21637,22686,25522,26580,82944,197632
zefEncNeVL_b.tif,68895,70045,20496,21656,82944,197632
zefEncNeVL_b.tif,67936,69496,78824,80268,82944,197632
zefEncNeVL_b.tif,17615,19200,83789,85421,82944,197632
zefEncNeVL_b.tif,14579,16096,142499,143945,82944,197632
zefEncNeVL_b.tif,60348,62265,138905,140855,82944,197632
MJhSrTBmXX_a.tif,72956,73885,4848,5821,82688,195072
MJhSrTBmXX_a.tif,20148,21313,2783,3902,82688,195072
MJhSrTBmXX_a.tif,26218,27332,48722,49840,82688,195072
MJhSrTBmXX_b.tif,18355,19278,40850,41773,82688,195072
MJhSrTBmXX_b.tif,67398,68700,39866,41122,82688,195072
6BfIdYcnhk_a.tif,63309,65600,68506,70091,82688,198144
flo7JJldPf_a.tif,27476,28124,37001,37632,82688,197632
flo7JJldPf_a.tif,30626,31457,92501,93728,82688,197632
flo7JJldPf_b.tif,31504,32263,94901,95784,82688,197632
flo7JJldPf_b.tif,80874,81860,90774,91890,82688,197632
c20yi1K8up_a.tif,31496,33237,18089,19322,82688,187648
c20yi1K8up_a.tif,34130,34921,12806,13953,82688,187648
c20yi1K8up_a.tif,14295,14863,12053,12765,82688,187648
c20yi1K8up_a.tif,61260,61901,13310,14041,82688,187648
c20yi1K8up_a.tif,63303,63961,16628,17145,82688,187648
c20yi1K8up_a.tif,81985,82544,15875,16723,82688,187648
c20yi1K8up_a.tif,49214,49913,66416,67447,82688,187648
c20yi1K8up_a.tif,57700,58699,54774,55683,82688,187648
c20yi1K8up_a.tif,4882,5527,71677,72486,82688,187648
c20yi1K8up_b.tif,35378,36001,35535,36341,82688,187648
c20yi1K8up_b.tif,64557,65684,29511,30169,82688,187648
c20yi1K8up_b.tif,62066,62701,26662,27381,82688,187648
c20yi1K8up_b.tif,79177,80891,32430,33515,82688,187648
PpiN17opPJ_a.tif,67492,68335,71876,73175,82944,197632
PpiN17opPJ_a.tif,64040,64784,86534,87656,82944,197632
PpiN17opPJ_a.tif,9957,10731,97880,98750,82944,197632
PpiN17opPJ_a.tif,10226,11225,82323,83796,82944,197632
TFrBjcO8nJ_b.tif,68603,69138,10714,11425,82688,195328
TFrBjcO8nJ_b.tif,69989,70512,77752,78675,82688,195328
TFrBjcO8nJ_b.tif,24891,25561,75268,76331,82688,195328
TFrBjcO8nJ_b.tif,63103,63818,127967,128712,82688,195328
AoV22B6lep_a.tif,25744,27451,193239,194444,82688,197888
1Im8CC1CC4_a.tif,14757,16544,69068,70955,82944,197888
1Im8CC1CC4_a.tif,60113,61597,72813,74241,82944,197888
1Im8CC1CC4_b.tif,17113,18385,60281,61843,82944,197888
1Im8CC1CC4_b.tif,63547,64880,60987,62694,82944,197888
JSjyQoYM0b_a.tif,56120,57208,43529,44563,82944,198144
JSjyQoYM0b_a.tif,4640,5829,39178,40117,82944,198144
JSjyQoYM0b_b.tif,61596,62293,32735,33633,82944,198144
JSjyQoYM0b_b.tif,10948,12288,36329,37502,82944,198144
6UX55R871W_a.tif,66757,68268,44758,45985,82944,177920
6UX55R871W_a.tif,16692,17726,58609,59646,82944,177920
6UX55R871W_b.tif,57869,59089,47936,48983,82944,177920
6UX55R871W_b.tif,60042,61590,136109,137419,82944,177920
GvAgxdkkx5_b.tif,15848,16581,83375,84346,82688,197888
RanJ4XnPUI_a.tif,75412,76526,33613,34665,82688,197632
RanJ4XnPUI_a.tif,50847,51940,119050,120133,82688,197632
RanJ4XnPUI_a.tif,18699,19399,35597,36485,82688,197632
RanJ4XnPUI_b.tif,14529,15388,125933,127107,82688,197632
RanJ4XnPUI_b.tif,66362,67648,122237,123398,82688,197632
WvVkQd1rcC_a.tif,18777,19589,17285,18130,82944,197888
WvVkQd1rcC_a.tif,19880,20861,18111,18913,82944,197888
OBcali76CC_b.tif,69796,73936,18899,21347,82944,197632
6Ie5p2WuhA_a.tif,12921,14437,108332,109471,82688,194048
BfckGajIgV_b.tif,70376,71633,81646,83240,82688,195072
BfckGajIgV_b.tif,61797,62692,71790,72575,82688,195072
BfckGajIgV_b.tif,52937,54391,72373,73250,82688,195072
s0nE2p4Ggf_a.tif,72012,74003,130904,132154,82688,197888
s0nE2p4Ggf_b.tif,14757,17072,141064,143023,82688,197888
0jUxzq4pyZ_b.tif,37620,39539,101227,103236,82944,197632
0jUxzq4pyZ_b.tif,16970,19526,98533,100195,82944,197632
75vcy7mMXR_a.tif,61919,63028,72981,74240,82688,175616
4y4EEMpL4L_a.tif,57681,59808,91751,93151,82688,197888
4y4EEMpL4L_a.tif,60837,62091,100417,101226,82688,197888
4y4EEMpL4L_a.tif,70250,73455,107242,109738,82688,197888
hFu9T3OyvU_b.tif,18507,20510,74742,76085,82688,197888
FdDctxG4xR_a.tif,80623,81902,125373,126306,82944,197888
StKznQnYkK_a.tif,12404,13302,24396,25338,82688,197888
hoSDjFgqIM_a.tif,46479,47888,27114,27568,82688,198144
hoSDjFgqIM_a.tif,28303,29410,76197,77013,82688,198144
rDPDbEQidT_a.tif,14448,15610,65366,66165,82944,189952
rDPDbEQidT_b.tif,73459,75071,12030,12953,82944,189952
RnGzC99uYt_a.tif,12305,13325,24831,25982,82688,197888
RnGzC99uYt_a.tif,21014,21718,17822,18447,82688,197888
RnGzC99uYt_a.tif,57798,58770,4340,5543,82688,197888
RnGzC99uYt_a.tif,65612,66557,5527,6355,82688,197888
RnGzC99uYt_a.tif,72811,73834,5673,6515,82688,197888
RnGzC99uYt_a.tif,75553,76304,58397,58997,82688,197888
RnGzC99uYt_a.tif,52724,53524,61182,61792,82688,197888
RnGzC99uYt_a.tif,7934,8655,145120,146146,82688,197888
RnGzC99uYt_a.tif,47705,48591,130287,131470,82688,197888
RnGzC99uYt_b.tif,19600,20277,22233,23436,82688,197888
RnGzC99uYt_b.tif,38745,39764,27618,28489,82688,197888
RnGzC99uYt_b.tif,63641,65043,21401,22261,82688,197888
RnGzC99uYt_b.tif,53276,54265,84067,84915,82688,197888
RnGzC99uYt_b.tif,10206,11092,86614,87693,82688,197888
RnGzC99uYt_b.tif,16862,17637,121544,122763,82688,197888
RnGzC99uYt_b.tif,1206,2549,144857,145608,82688,197888
RnGzC99uYt_b.tif,49340,50245,140149,141077,82688,197888
RnGzC99uYt_b.tif,65028,65685,125425,126186,82688,197888
RnGzC99uYt_b.tif,64636,65466,121939,123249,82688,197888
RnGzC99uYt_b.tif,63412,64057,121849,122884,82688,197888
17hsUcyTXf_a.tif,60292,61131,74828,75529,80128,196352
17hsUcyTXf_a.tif,19898,20273,78246,78650,80128,196352
rcsrV8UcmG_a.tif,23448,24141,24918,25688,82432,198144
mLKZvZyBVS_b.tif,29980,30423,67924,68419,82944,197888
ELfWcuBmIQ_b.tif,55694,56778,18966,19813,82944,197888
2kfmzlvPef_b.tif,26852,29353,9478,10656,82944,197888
iinx2cvN22_a.tif,42400,43884,28385,30101,82688,198144
iinx2cvN22_a.tif,44116,45243,32465,33447,82688,198144
iinx2cvN22_b.tif,13650,15119,33058,34520,82688,198144
iinx2cvN22_b.tif,15552,17530,33091,34764,82688,198144
iinx2cvN22_b.tif,62636,63632,23076,23796,82688,198144
iinx2cvN22_b.tif,54400,55561,34064,35320,82688,198144
iinx2cvN22_b.tif,55850,56902,33722,34760,82688,198144
iinx2cvN22_b.tif,24075,27752,84228,86597,82688,198144
w0d8Zi6CJJ_a.tif,75274,76271,120174,120536,82688,198400
w0d8Zi6CJJ_b.tif,17106,17768,23425,24159,82688,198400
w0d8Zi6CJJ_b.tif,69908,70711,26499,27159,82688,198400
w0d8Zi6CJJ_b.tif,59502,60390,75783,76620,82688,198400
w0d8Zi6CJJ_b.tif,72861,73439,117065,117712,82688,198400
6TJbZR5ssD_a.tif,81988,82673,87966,88629,82688,197888
6TJbZR5ssD_a.tif,62138,62800,73238,73760,82688,197888
6TJbZR5ssD_a.tif,25295,26357,134044,134771,82688,197888
